Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Enguru,edtech,Early Stage,111909478.7413793,Bangalore,2021,Technology
Rocket Skills,edtech,Early Stage,200000.0,Gurugram,2021,Technology
RenewBuy,fintech,Series A to Series H,10000000.0,Gurugram,2021,Technology
Faarms,agritech,Early Stage,2000000.0,Bangalore,2021,Technology
UrbanMatrix Technologies,drone,unknown,100000.0,Chennai,2021,Other
Jupiter,banking,Series A to Series H,44000000.0,Mumbai,2021,Finance $ Banking
Pixuate,deeptech,Early Stage,1000000.0,Bangalore,2021,Technology
Playo,sportstech,Early Stage,500000.0,Bangalore,2021,Technology
Toothsi,health,Series A to Series H,20000000.0,Mumbai,2021,Healthcare
Soothe Healthcare,consumer goods,Series A to Series H,10000000.0,New Delhi,2021,Other
Goodmeetings,computer software,Series A to Series H,1700000.0,Bangalore,2021,Technology
Apnaklub,wholesale,Early Stage,3500000.0,Bangalore,2021,Other
ChefKart,consumer goods,Early Stage,300000.0,Gurugram,2021,Other
Fashinza,apparel & fashion,Series A to Series H,20000000.0,Gurugram,2021,Other
Fabheads,industrial automation,Early Stage,111909478.7413793,Chennai,2021,Autommotive $ Transportation
QuickShift,logistics & supply chain,Early Stage,770000.0,Pune,2021,Autommotive $ Transportation
StackBOX,logistics & supply chain,unknown,1200000.0,Bangalore,2021,Autommotive $ Transportation
MedPrime Technologies,healthcare,Early Stage,111909478.7413793,Thane,2021,Healthcare
infra.market,construction,Series A to Series H,125000000.0,Thane,2021,Other
CollegeDekho,e-learning,Series A to Series H,35000000.0,Gurgaon,2021,Other
BOX8,food & beverages,unknown,40000000.0,Mumbai,2021,Food & Agriculture
Simpl,consumer services,Series A to Series H,40000000.0,Bangalore,2021,Consulting & Services
8i Ventures,venture capital & private equity,unknown,50000000.0,Mumbai,2021,Other
PayGlocal,financial services,Series A to Series H,4900000.0,Bangalore,2021,Consulting & Services
Curefit,health,unknown,145000000.0,Bangalore,2021,Healthcare
Pocket FM,ott,Series A to Series H,22000000.0,Bangalore,2021,Other
CHARGE+ZONE,automotive,unknown,10000000.0,Vadodara,2021,Autommotive $ Transportation
PlanetSpark,education management,Series A to Series H,13000000.0,Gurugram,2021,Other
LenDenClub,financial services,Series A to Series H,10000000.0,Mumbai,2021,Consulting & Services
CometChat,computer software,Series A to Series H,10000000.0,Mumbai,2021,Technology
AgroStar,agritech,Series A to Series H,70000000.0,Pune,2021,Technology
Bizongo,information technology & services,Series A to Series H,100000000.0,Mumbai,2021,Technology
Probus Insurance,insurance,unknown,6700000.0,Mumbai,2021,Finance $ Banking
MoEngage,software startup,Series A to Series H,30000000.0,Bangalore,2021,Technology
CloudSEK,computer & network security,Series A to Series H,7000000.0,Bangalore,2021,Other
Exponent Energy,automotive,Early Stage,5000000.0,Bangalore,2021,Autommotive $ Transportation
Trinkerr,capital markets,Series A to Series H,6600000.0,Bangalore,2021,E-Commerce & Marketplace
Zorro,social network,Early Stage,32000000.0,Gurugram,2021,Other
Ultraviolette,automotive,Series A to Series H,150000000.0,Bangalore,2021,Autommotive $ Transportation
NephroPlus,hospital & health care,Series A to Series H,24000000.0,Hyderabad,2021,Healthcare
Unremot,information technology & services,Early Stage,700000.0,Bangalore,2021,Technology
FanAnywhere,financial services,Early Stage,111909478.7413793,Bangalore,2021,Consulting & Services
PingoLearn,e-learning,unknown,200000.0,Pune,2021,Other
Spry,music,Early Stage,1500000.0,Mumbai,2021,Other
Enmovil,information technology & services,Early Stage,1300000.0,Hyderabad,2021,Technology
ASQI Advisors,financial services,Early Stage,1000000.0,Mumbai,2021,Consulting & Services
Insurance Samadhan,insurance,Early Stage,725000.0,New Delhi,2021,Finance $ Banking
Evenflow Brands,consumer goods,unknown,500000.0,Mumbai,2021,Other
Fullife Healthcare,primary business is development and manufacturing of novel healthcare products in effervescent forms using imported propriety ingredients.,unknown,0.0,Pharmaceuticals	#REF!,2021,Healthcare
MoEVing,moeving is indias only electric mobility focused technology platform with a vision to accelerate ev adoption in india.,unknown,0.0,Gurugram,2021,Technology
Pristyn Care,hospital & health care,Series A to Series H,96000000.0,Gurugram,2021,Healthcare
Plix,health,Series A to Series H,5000000.0,Mumbai,2021,Healthcare
Uni Cards,financial services,Series A to Series H,70000000.0,Bangalore,2021,Consulting & Services
Practically,e-learning,unknown,5000000.0,Hyderabad,2021,Other
Nestasia,retail,Series A to Series H,4000000.0,Kolkata,2021,Other
Vedic Cosmeceuticals,cosmetics,Series A to Series H,32000000.0,Noida,2021,Other
Juspay,fintech,Series A to Series H,60000000.0,Bangalore,2021,Technology
TranZact,information technology & services,Series A to Series H,7000000.0,Mumbai,2021,Technology
Atomberg,consumer electronics,unknown,20000000.0,Mumbai,2021,Other
Ola,mobility,unknown,500000000.0,Bangalore,2021,Other
Mohalla Tech,social media,Series A to Series H,266000000.0,Bangalore,2021,Other
Stack,financial services,Early Stage,4500000.0,Bangalore,2021,Consulting & Services
PropReturns,real estate,unknown,1200000.0,Mumbai,2021,Real Estate $ Property
WeSkill,e-learning,Early Stage,4000000.0,Gurugram,2021,Other
Fitpage,health,unknown,300000.0,Mumbai,2021,Healthcare
ShopMyLooks,digital platform,unknown,200000.0,Noida,2021,Other
ByteLearn,e-learning,Early Stage,9500000.0,Noida,2021,Other
Dista,computer software,Early Stage,1200000.0,Pune,2021,Technology
OfBusiness,financial services,unknown,325000000.0,Gurugram,2021,Consulting & Services
Bizongo,b2b ecommerce,Series A to Series H,100000000.0,Mumbai,2021,E-Commerce & Marketplace
FRND,online media,Series A to Series H,6500000.0,Bangalore,2021,Other
Metadome,computer software,Early Stage,4000000.0,Bangalore,2021,Technology
Keka HR,information technology & services,unknown,1600000.0,Hyderabad,2021,Technology
The Gourmet Jar,food & beverages,unknown,150000.0,Noida,2021,Food & Agriculture
Flo Mobility,industrial automation,unknown,400000.0,Bangalore,2021,Autommotive $ Transportation
Yodacart,e-commerce,Early Stage,225000.0,Thane,2021,E-Commerce & Marketplace
TheHouseMonk,real estate,unknown,5000000.0,Bangalore,2021,Real Estate $ Property
Zepto,e-commerce,unknown,100000000.0,Bangalore,2021,E-Commerce & Marketplace
Sirona Hygiene,health,unknown,10000000.0,New Delhi,2021,Healthcare
Jumbotail,b2b ecommerce,Series A to Series H,85000000.0,Bangalore,2021,E-Commerce & Marketplace
Captain Fresh,logistics & supply chain,Series A to Series H,40000000.0,Bangalore,2021,Autommotive $ Transportation
Deciwood,consumer electronics,unknown,200000.0,New Delhi,2021,Other
Kohbee,e-learning,Early Stage,235000.0,Bangalore,2021,Other
Perfora,consumer goods,Early Stage,260000.0,Gurugram,2021,Other
Unbox Robotics,logistics & supply chain,Series A to Series H,7000000.0,Pune,2021,Autommotive $ Transportation
Ninety One,consumer goods,Series A to Series H,30000000.0,Ahmedabad,2021,Other
Gobillion,social commerce,Early Stage,2900000.0,New Delhi,2021,E-Commerce & Marketplace
RIPPLR,logistics & supply chain,Early Stage,12000000.0,Bangalore,2021,Autommotive $ Transportation
SK Finance,financial services,Series A to Series H,53000000.0,Jaipur,2021,Consulting & Services
Eggoz,food & beverages,Series A to Series H,3500000.0,Gurugram,2021,Food & Agriculture
Fabriclore,apparel & fashion,Early Stage,700000.0,Jaipur,2021,Other
Veefin,information technology & services,unknown,3000000.0,Mumbai,2021,Technology
Verandah,apparel & fashion,Early Stage,1000000.0,Mumbai,2021,Other
Karkinos Healthcare,hospital & health care,unknown,111909478.7413793,Mumbai,2021,Healthcare
OWO Technologies,food & beverages,Early Stage,3000000.0,Gurugram,2021,Food & Agriculture
EsportsXO,mobile games,Early Stage,1100000.0,Bangalore,2021,Other
Zorgers,hospital & health care,unknown,111909478.7413793,Mohali,2021,Healthcare
BangDB,computer software,unknown,111909478.7413793,Bangalore,2021,Technology
Neobank Jupiter,banking,Series A to Series H,86000000.0,Mumbai,2021,Finance $ Banking
Skippi Ice Pops,food production,unknown,130000.0,Hyderabad,2021,Food & Agriculture
Glii,dating,Early Stage,10000.0,Noida,2021,Other
GlobalBees,e-commerce,Series A to Series H,111000000.0,New Delhi,2021,E-Commerce & Marketplace
Mamaearth,health,unknown,37000000.0,Gurugram,2021,Healthcare
SecureNow,insurance,Series A to Series H,6000000.0,Gurugram,2021,Finance $ Banking
Vendor Infra,construction,unknown,265000.0,Gurugram,2021,Other
Hakuna Matata,information technology & services,unknown,1000000.0,Chennai,2021,Technology
OneCard,financial services,unknown,76000000.0,Pune,2021,Consulting & Services
Doubtnut,edtech,Series A to Series H,30000000.0,Gurugram,2021,Technology
Hubhopper,podcast,unknown,0.0,New Delhi,2021,Other
Infra.Market,construction,Series A to Series H,100000000.0,Thane,2021,Other
Comofi Medtech,heathtech,unknown,200000.0,Bangalore,2021,Technology
Battery Smart,battery,Early Stage,0.0,New Delhi,2021,Other
Kutuki,edtech,Early Stage,2000000.0,Bangalore,2021,Technology
Onelife,healthcare,unknown,0.0,Mumbai,2021,Healthcare
Eupheus,edtech,Series A to Series H,4000000.0,New Delhi,2021,Technology
KreditBee,fintech,Series A to Series H,75000000.0,Bangalore,2021,Technology
Pencil,content publishing,Early Stage,1000000.0,Mumbai,2021,Other
Aisle,dating,Early Stage,0.0,Bangalore,2021,Other
Marquee Equity,fintech,unknown,3800000.0,Mumbai,2021,Technology
UptimeAI,ai startup,Early Stage,1500000.0,Bangalore,2021,Other
WizKlub,edtech,Early Stage,800000.0,Bangalore,2021,Technology
Zolve,fintech,Early Stage,15000000.0,Bangalore,2021,Technology
MediBuddy,edtech,Later Stage,3000000.0,Bangalore,2021,Technology
Pariksha,edtech,Early Stage,2000000.0,Pune,2021,Technology
Express Stores,e-commerce,Early Stage,1000000.0,Gurugram,2021,E-Commerce & Marketplace
Avataar Ventures,fintech,unknown,100000000.0,Bangalore,2021,Technology
Zingbus,transportation,Early Stage,0.0,Haryana,2021,Autommotive $ Transportation
Phable,healthtech,Series A to Series H,12000000.0,Bangalore,2021,Technology
Codingal,edtech,unknown,0.0,Bangalore,2021,Technology
Supply6,helathcare,Early Stage,100000.0,Bangalore,2021,Other
Swajal,water purification,Early Stage,1600000.0,Gurugram,2021,Other
BharatPe,fintech,Series A to Series H,100000000.0,New Delhi,2021,Technology
Filo,edtech,Early Stage,260000.0,New Delhi,2021,Technology
Method & Madness,real estate,Early Stage,2000000.0,Mumbai,2021,Real Estate $ Property
EduFund,fintech,Early Stage,300000.0,Gujarat,2021,Technology
Pepperfry,e-commerce,Later Stage,30000000.0,Mumbai,2021,E-Commerce & Marketplace
Zingavita,healthtech,unknown,400000.0,Chandigarh,2021,Technology
Hypd Store,content commerce,Early Stage,0.0,New Delhi,2021,E-Commerce & Marketplace
VerSe Innovation,innovation management,Series A to Series H,1000000000.0,Bangalore,2021,Other
Supersourcing,software company,Early Stage,200000.0,Indore,2021,Technology
AutomataPi,automation,Early Stage,400000.0,Powai,2021,Autommotive $ Transportation
Newton School,edtech,Series A to Series H,5000000.0,Bangalore,2021,Technology
TenderCuts,food industry,unknown,15000000.0,Chennai,2021,Food & Agriculture
Siply,fintech,Early Stage,1000000.0,Bangalore,2021,Technology
SarvaGram,fintech,Series A to Series H,10000000.0,Mumbai,2021,Technology
Unlu,celebrity engagement,Early Stage,1000000.0,Gurugram,2021,Other
GlobalFair,trading platform,Early Stage,2000000.0,Gurugram,2021,Other
Eduvanz,fintech,Later Stage,10000000.0,Mumbai,2021,Technology
OwO,e-commerce,unknown,200000.0,Gurugram,2021,E-Commerce & Marketplace
Progcap,fintech,Later Stage,1000000.0,New Delhi,2021,Technology
ABL Workspaces,hospitality,Early Stage,600000.0,New Delhi,2021,Other
Nazara Technologies,gaming,unknown,10000000.0,Mumbai,2021,Other
Scentials,personal care,unknown,6000000.0,Mumbai,2021,Other
SplashLearn,edtech,Series A to Series H,18000000.0,Gurugram,2021,Technology
Maya,healthtech,Early Stage,2200000.0,Bangalore,2021,Technology
GoTo,transportation,unknown,150000.0,Ghaziabad,2021,Autommotive $ Transportation
MediBuddy,healthtech,Series A to Series H,40000000.0,Bangalore,2021,Technology
Zetwerk,e-commerce,Series A to Series H,120000000.0,Bangalore,2021,E-Commerce & Marketplace
Remedico,healthcare,unknown,500000.0,Hyderabad,2021,Healthcare
PrepBytes,edtech,unknown,0.0,Gurugram,2021,Technology
SATYA MicroCapital,fintech,unknown,20000000.0,New Delhi,2021,Technology
YourPhysio,healthtech,Early Stage,350000.0,Nagpur,2021,Technology
Aviom Housing Finance,fintech,Later Stage,1000000.0,New Delhi,2021,Technology
Hemp Horizons,cannabis startup,Early Stage,200000.0,Noida,2021,Other
MPL,gaming,unknown,95000000.0,Bangalore,2021,Other
Koo,blogging,Series A to Series H,4100000.0,Bangalore,2021,Other
InnerHour,healthcare,Series A to Series H,5200000.0,Mumbai,2021,Healthcare
Origo,agritech,Later Stage,10000000.0,Gurugram,2021,Technology
ExMyB,consulting,Early Stage,0.0,Gurugram,2021,Consulting & Services
Elucidata,biotechnology,Early Stage,5000000.0,New Delhi,2021,Technology
Saveo,healthtech,Early Stage,4000000.0,Bangalore,2021,Technology
Qin1,edtech,Early Stage,0.0,Noida,2021,Technology
DotPe,fintech,Early Stage,8000000.0,Gurugram,2021,Technology
Taskmo,b2b marketplace,unknown,1400000.0,Bangalore,2021,E-Commerce & Marketplace
MasterMentors,edtech,unknown,1500000.0,West Bengal,2021,Technology
KIKO TV,e-commerce,Early Stage,0.0,Mumbai,2021,E-Commerce & Marketplace
Quali55Care,health care,Early Stage,0.0,Mumbai,2021,Healthcare
Ruptok,fintech,unknown,10000000.0,New Delhi,2021,Technology
RevFin,fintech,unknown,0.0,New Delhi,2021,Technology
SeeVC,tech startup,Early Stage,1000000.0,New Delhi,2021,Technology
Junio,edtech,unknown,1000000.0,New Delhi,2021,Technology
VenWiz,b2b service,Early Stage,300000.0,Bangalore,2021,Other
Vista Rooms,hospitality,unknown,1000000.0,Mumbai,2021,Other
Makers Hive,tech startup,unknown,9000000.0,Hyderabad,2021,Technology
Headfone,social audio,Early Stage,3000000.0,Bangalore,2021,Other
Zouk,fashion and lifestyle,Early Stage,0.0,Mumbai,2021,Other
MPL,gaming,unknown,5000000.0,Bangalore,2021,Other
GrowFix,fintech,Early Stage,2000000.0,Bangalore,2021,Technology
Bombay Shaving Company,fashion and lifestyle,unknown,6000000.0,New Delhi,2021,Other
Dunzo,delivery service,Series A to Series H,40000000.0,Bangalore,2021,Other
BeyondSkool,edtech,Early Stage,2000000.0,Mumbai,2021,Technology
Mindler,edtech,Early Stage,1000000.0,New Delhi,2021,Technology
Fashinza,b2b manufacturing,Early Stage,2600000.0,Gurgaon,2021,Other
BharatPe,fintech,Later Stage,6000000.0,New Delhi,2021,Technology
Turnip,gaming,Early Stage,1600000.0,Bangalore,2021,Other
Furlenco,home decor,unknown,2000000.0,Bangalore,2021,Other
Inficold,solar,Early Stage,900000.0,New Delhi,2021,Other
KIWI,taas startup,Early Stage,250000.0,New Delhi,2021,Other
Digit Insurance,fintech,unknown,0.0,Bangalore,2021,Technology
BharatPe,fintech,Later Stage,10000000.0,New Delhi,2021,Technology
MFine,health care,unknown,16000000.0,Bangalore,2021,Healthcare
Udayy,edtech,Early Stage,2500000.0,Gurgaon,2021,Technology
Lohum,ev startup,unknown,7000000.0,Noida,2021,Other
Darwinbox,hr tech,unknown,15000000.0,Hyderabad,2021,Technology
DeHaat,agritech,Series A to Series H,30000000.0,Patna,2021,Technology
Samunnati,agritech,Later Stage,10000000.0,Chennai,2021,Technology
Biconomy,blockchain startup,Early Stage,1500000.0,New Delhi,2021,Other
True Elements,food and beverages,unknown,1000000.0,Pune,2021,Food & Agriculture
Nao Spirits & Beverages Pvt Ltd,beverages,Series A to Series H,2000000.0,New Delhi,2021,Food & Agriculture
PurpleTutor,edtech,Early Stage,300000.0,Mumbai,2021,Technology
Karkhana.io,manufacturing startup,Early Stage,1500000.0,Mumbai,2021,Other
SSA Finserv,fintech,unknown,3000000.0,Mumbai,2021,Technology
CoinSwitch Kuber,cryptocurrency,Series A to Series H,15000000.0,Bangalore,2021,Other
Paperfly,e-commerce,unknown,11000000.0,Bangalore,2021,E-Commerce & Marketplace
Infra.Market,e-commerce,Later Stage,6000000.0,Thane,2021,E-Commerce & Marketplace
ReadyAssist,vehicle repair startup,Early Stage,1000000.0,Bangalore,2021,Other
Chalo,it,unknown,7000000.0,Mumbai,2021,Other
Udaan,e-commerce,unknown,280000000.0,Bangalore,2021,E-Commerce & Marketplace
Unacademy,edtech,unknown,50000000.0,Bangalore,2021,Technology
Ergos,agritech,Series A to Series H,3000000.0,Samsitpur,2021,Technology
Bolkar,social network,unknown,0.0,Bangalore,2021,Other
Wright Research,advisory firm,Early Stage,0.0,Mumbai,2021,Other
Knocksense,media,unknown,200000.0,Lucknow,2021,Other
Pariksha,edtech,unknown,1800000.0,Pune,2021,Technology
Toothsi,healthcare,Series A to Series H,5000000.0,Mumbai,2021,Healthcare
Jumbotail,food and beverages,Series A to Series H,14300000.0,Bangalore,2021,Food & Agriculture
Phi Commerce,fintech,Series A to Series H,4000000.0,Pune,2021,Technology
Zupee,gaming,unknown,10000000.0,Gurgaon,2021,Other
Oneiric Gaming,gaming,unknown,0.0,Chandigarh,2021,Other
Finsall,insuretech,Early Stage,300000.0,Bangalore,2021,Technology
Legalwiz.in,legaltech,unknown,500000.0,Ahmedabad,2021,Technology
Practically,edtech,Early Stage,4000000.0,Telangana,2021,Technology
Cred,fintech,Series A to Series H,81000000.0,Bangalore,2021,Technology
Devic Earth,pollution control equiptment,unknown,1000000.0,Bangalore,2021,Other
Zerone,fintech,Early Stage,1300000.0,Gurgaon,2021,Technology
boAt,fashion & lifestyle,Later Stage,100000000.0,Mumbai,2021,Other
Pocket Aces,media,unknown,2000000.0,Mumbai,2021,Other
Kyt,edtech,Series A to Series H,5000000.0,Bangalore,2021,Technology
iMumz,healthcare,unknown,300000.0,Bangalore,2021,Healthcare
BharatPe,fintech,Later Stage,8200000.0,New Delhi,2021,Technology
CropIn,agritech,Series A to Series H,20000000.0,Bangalore,2021,Technology
Vanity Wagon,cosmetics,Early Stage,200000.0,Haryana,2021,Other
Oyo,hospitality,Series A to Series H,7000000.0,Gurgaon,2021,Other
Agri10x,agritech,Early Stage,0.0,Pune,2021,Technology
BlackSoil,fintech,unknown,4000000.0,Mumbai,2021,Technology
HobSpace,edtech,Early Stage,100000.0,Mumbai,2021,Technology
DcodeAI,edtech,unknown,500000.0,New Delhi,2021,Technology
Biocon Biologics,biotechnology,unknown,70000000.0,Bangalore,2021,Technology
KiranaKart,e-commerce,Early Stage,720000.0,Mumbai,2021,E-Commerce & Marketplace
Meddo,healthcare,Early Stage,3000000.0,Gurgaon,2021,Healthcare
